,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 47,0.01226504,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082493323,[[0;1]],50,00:36.1,0.000399276,120.3210683,[[0;1.00000067296375][1;1.35816052774653E-06][0.789700903228031;0.376373588527995][0.516319105727647;0.733415443079144][...]],50,969347501,0.011972453,ZDT2
NSGA-II Run 49,0.011625153,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081185513,[[0;1]],50,00:34.4,0.000580412,120.6550415,[[1;1.4554589640279E-07][0;1.00000029467376][0.00518830542758177;0.92797039483738][0.0210106316317779;0.855049829589055][...]],50,1549939170,0.012418422,ZDT1
NSGA-II Run 39,0.060663574,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067376205,[[0;1]],30,00:44.8,0.002247462,117.4579116,[[0.999999888039065;0.00495468684131449][0.280775318815404;0.923859411131346][0.631005297477686;0.605346235566052][...]],30,917975808,0.008054519,ZDT6
NSGA-II Run 48,0.006435833,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.106107462,[[0;1]],50,00:36.8,0.001015771,128.7716803,[[0.851798784486488;-0.773368522562797][0;1.00000000007773][0.652521433588549;-0.458263294980514][0.823343665013123;-0.4585058807212][...]],50,1974938673,0.019456464,ZDT3
NSGA-II Run 48,0.022308028,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045112404,[[0;1][-5;5]],30,00:36.0,0.000766445,120.6443586,[[0;1][1;0.00102674050756457][0.111815984938968;0.665954684427123][0.0289347570044455;0.830072598708777][...]],30,1135027365,0.010118336,ZDT4
NSGA-II Run 48,0.011719669,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082131675,[[0;1]],50,00:36.1,0.000357505,120.3216137,[[0;1.00000128319948][1;2.55665882429087E-06][0.254859078331652;0.935048265316439][0.461658401535638;0.786873089893542][...]],50,492724282,0.011813348,ZDT2
NSGA-II Run 50,0.01097684,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081165458,[[0;1]],50,00:34.7,0.000452256,120.6556898,[[1;8.58913564913847E-07][0;1.00000167872401][0.00356193540599474;0.940319713113906][0.865692854528197;0.0695747602259398][...]],50,141036449,0.009183268,ZDT1
NSGA-II Run 49,0.006934432,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.101997614,[[0;1]],50,00:36.8,0.001363114,128.7711817,[[0.851833948305148;-0.773369011832015][0;1.0000000000004][0.65251497082451;-0.458263322217233][0.40931407689255;0.24215570463506][...]],50,1245618269,0.019929628,ZDT3
NSGA-II Run 40,0.074382067,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.065356739,[[0;1]],30,00:44.7,0.003045294,117.4441931,[[1;0.00617743302574494][0.280775318817745;0.924858593331419][0.755530890409191;0.434777688826274][0.576142051322328;0.672713569239098][...]],30,1133585888,0.01189844,ZDT6
NSGA-II Run 49,0.034287334,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045488154,[[0;1][-5;5]],30,00:36.1,0.001180133,120.6323793,[[0;1][1;0.00212371714289106][0.0167489774241866;0.870857131454752][0.0359877763129893;0.810698520689781][...]],30,1361196610,0.009315868,ZDT4
NSGA-II Run 51,0.01111515,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082433264,[[0;1]],50,00:34.7,0.000642271,120.6555515,[[0;1.00000050167716][1;2.5934467913675E-07][0.558950727091474;0.252370442495805][0.755114150497486;0.13102797451483][...]],50,1546458044,0.008986415,ZDT1
NSGA-II Run 49,0.012062293,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081770535,[[0;1]],50,00:36.1,0.000360074,120.321271,[[0;1.00000199678525][1;3.8382619036561E-06][0.877877788889304;0.229334109893077][0.299490832725379;0.910307397902674][...]],50,829571263,0.011361941,ZDT2
NSGA-II Run 50,0.007293624,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109464321,[[0;1]],50,00:37.1,0.001468129,128.7708225,[[0.851845059959099;-0.77336894947722][0;1.00000000027757][0.618404532943075;-0.12435350620694][0.652503159631755;-0.458263301875285][...]],50,478492595,0.020606041,ZDT3
NSGA-II Run 41,0.091051103,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067049401,[[0;1]],30,00:45.3,0.003507161,117.4275241,[[0.999997631414853;0.00784064613630535][0.28077531881537;0.925366308450169][0.871617701176584;0.247175887776071][...]],30,779332711,0.0081524,ZDT6
NSGA-II Run 50,1.164963542,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044570826,[[0;1][-5;5]],30,00:36.4,0.047420606,119.5017031,[[0;1][1;0.108237420432507][0.612567668626335;0.302075857239462][0.50100528744028;0.368801590183257][0.118886077758789;0.692650318822366][...]],30,963359985,0.009906199,ZDT4
NSGA-II Run 52,0.011832397,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081778043,[[0;1]],50,00:35.1,0.000625129,120.6548343,[[1;1.10564374962223E-06][0;1.00000208274534][0.74101304658446;0.139180122474666][0.217180343021379;0.533975610972395][...]],50,1566160611,0.007658825,ZDT1
NSGA-II Run 50,0.01150065,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.080984989,[[0;1]],50,00:36.4,0.000402328,120.3218327,[[0;1.00000090730996][1;1.82352146133048E-06][0.732622855810322;0.463265160102511][0.70622326790585;0.501250089039028][...]],50,1261428798,0.011525541,ZDT2
NSGA-II Run 51,0.006739694,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.111151748,[[0;1]],50,00:36.5,0.001005402,128.7713764,[[0;1.00000000000013][0.851834196669475;-0.773369011579362][0.652513302031653;-0.45826332484566][0.823341912671448;-0.458470067305803][...]],50,238197926,0.020750152,ZDT3
NSGA-II Run 51,0.022522757,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045083371,[[0;1][-5;5]],30,00:35.7,0.00061646,120.6441439,[[0;1][1;0.000828822756167691][0.0181050461379857;0.865556529914923][0.126541918670085;0.644567528375621][...]],30,1661608910,0.013538286,ZDT4
NSGA-II Run 53,0.011100622,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081172771,[[0;1]],50,00:34.2,0.000370247,120.655566,[[0;1.00000314637724][1;1.58870956835942E-06][0.911983921462438;0.0450232472697829][0.813279738767555;0.0981816204862193][...]],50,1155295510,0.011573363,ZDT1
NSGA-II Run 51,0.010587862,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.08122632,[[0;1]],50,00:35.5,0.000477973,120.3227455,[[0;1.00000044493157][1;8.71736088802403E-07][0.711213634305876;0.494175861609441][0.91479693011167;0.163147505087993][...]],50,1905152150,0.01186763,ZDT2
NSGA-II Run 42,0.077568734,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066991888,[[0;1]],30,00:45.0,0.002993953,117.4410065,[[0.280775318967973;0.924783535150534][1;0.00660186444842834][0.554908990981561;0.69646247215859][0.476739851713653;0.776836772208408][...]],30,2011479658,0.006864559,ZDT6
NSGA-II Run 52,0.007699194,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.115221449,[[0;1]],50,00:36.6,0.001203548,128.7704169,[[0;1][0.851837895176268;-0.77336900166002][0.618404852052909;-0.12435907550019][0.652503088756537;-0.458263301647061][...]],50,1115813647,0.02173542,ZDT3
NSGA-II Run 52,0.013822219,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04608631,[[0;1][-5;5]],30,00:35.8,0.000433653,120.6528444,[[0;1][1;2.47306444277617E-05][0.493903299850158;0.297234842821075][0.437528003672225;0.338557363870653][...]],30,1215700393,0.010192673,ZDT4
NSGA-II Run 54,0.011672602,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082015037,[[0;1]],50,00:34.5,0.000485864,120.6549941,[[0;1.00000167109206][1;8.36780498079593E-07][0.0451265810132527;0.787572326886177][0.882183939257045;0.0607775033915416][...]],50,29782494,0.009921897,ZDT1
NSGA-II Run 52,0.011496342,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082117116,[[0;1]],50,00:36.0,0.000391978,120.321837,[[0;1.00000030175176][1;6.06671424047197E-07][0.558961579176954;0.687562361594583][0.882681499010266;0.220873917599497][...]],50,40636065,0.009655525,ZDT2
NSGA-II Run 43,0.060352149,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066998565,[[0;1]],30,00:44.9,0.002231965,117.458223,[[0.28077531881537;0.923850146064776][0.999999761033342;0.0049839865456381][0.917026425936377;0.163654699543584][...]],30,212054400,0.007613135,ZDT6
NSGA-II Run 53,0.006486912,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108221258,[[0;1]],50,00:36.5,0.001044986,128.7716292,[[0.851825287405445;-0.773368988113773][0;1.00000000000002][0.453857515109348;-0.124218307776055][0.823333924021888;-0.458306780037129][...]],50,1290789779,0.016285558,ZDT3
NSGA-II Run 53,0.038540276,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.046541247,[[0;1][-5;5]],30,00:35.7,0.001340352,120.6281264,[[0;1][1;0.00240312744728588][0.00380040714222173;0.938505076054498][0.972662696827643;0.0161345205835117][...]],30,423577055,0.014098454,ZDT4
NSGA-II Run 55,0.012287177,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.080430271,[[0;1]],50,00:34.5,0.000535723,120.6543795,[[1;3.74751149657834E-07][0;1.00000074816831][0.936645460560579;0.0321959336748317][0.524114630610677;0.276042863201937][...]],50,2083112679,0.011947191,ZDT1
NSGA-II Run 53,0.011664249,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082924376,[[0;1]],50,00:35.9,0.00031851,120.3216691,[[0;1.00000089724512][1;1.78100954477557E-06][0.230758341298203;0.946751555398303][0.679246106032606;0.538626051681491][...]],50,1875382991,0.012320823,ZDT2
NSGA-II Run 54,0.007096884,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.111156121,[[0;1]],50,00:36.5,0.001152407,128.7710192,[[0;1.00000000000001][0.85184120511621;-0.773368983001819][0.82335634570913;-0.458764996765292][0.453885261345803;-0.124218442490274][...]],50,351433008,0.019096672,ZDT3
NSGA-II Run 44,0.098384814,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.065206846,[[0;1]],30,00:45.2,0.003825369,117.4201904,[[0.999999999732565;0.00849142366605573][0.280775318820111;0.925748261002816][0.739077622703089;0.460373152441548][...]],30,1472860528,0.0124672,ZDT6
NSGA-II Run 54,0.027652746,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045235606,[[0;1][-5;5]],30,00:35.6,0.000939417,120.6390139,[[0;1][1;0.00137835755177573][0.0517839233559388;0.772755317898481][0.434333699314976;0.341871541111139][...]],30,876849803,0.011109269,ZDT4
NSGA-II Run 56,0.011525222,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081538085,[[0;1]],50,00:34.4,0.000438129,120.6551414,[[1;8.70407713776815E-07][0;1.00000172702296][0.173663390546976;0.583271929393086][0.0553903843332705;0.764650167690035][...]],50,2031202109,0.009590012,ZDT1
NSGA-II Run 54,0.010937249,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081996478,[[0;1]],50,00:35.4,0.000382852,120.3223961,[[0;1.00000066306134][1;1.30297379385324E-06][0.378197273060782;0.856967589081853][0.674120118498707;0.545563040776179][...]],50,1189548164,0.010278746,ZDT2
NSGA-II Run 55,0.006078514,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.106948256,[[0;1]],50,00:34.7,0.001136432,128.7720376,[[0.851846971951278;-0.773368928423498][0;1.00000000000027][0.618403664432916;-0.124338348936359][0.453876800735141;-0.124218438376621][...]],50,1658750231,0.01711289,ZDT3
NSGA-II Run 45,0.10409637,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067677178,[[0;1]],30,00:41.8,0.004024,117.4144788,[[1;0.0089935320862427][0.280775318815818;0.925947443394941][0.863022463164239;0.263042794677075][0.833689527547424;0.312527387809165][...]],30,1297749823,0.010388184,ZDT6
NSGA-II Run 55,0.030230244,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045161694,[[0;1][-5;5]],30,00:33.2,0.001143986,120.6364364,[[0;1][1;0.00173644132907491][0.0546235710393308;0.76669525502723][0.0373989750729198;0.806951405562231][...]],30,136751531,0.011823993,ZDT4
NSGA-II Run 55,0.013691566,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081614609,[[0;1]],50,00:32.3,0.000386627,120.3196418,[[0;1.0000007465557][1;1.53707077156671E-06][0.766387155086162;0.412651956395532][0.967971290245238;0.063033097353113][...]],50,1794993900,0.011973466,ZDT2
NSGA-II Run 56,0.007843756,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109551662,[[0;1]],50,00:27.8,0.001238806,128.7702724,[[0;1.00000000000002][0.851850667624402;-0.773368878702258][0.823337052209362;-0.458370723685783][0.618402424304496;-0.124316705562395][...]],50,966068095,0.024407096,ZDT3
NSGA-II Run 46,0.065103711,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067993889,[[0;1]],30,00:34.0,0.002445855,117.4534715,[[0.999990485086799;0.00542927580805142][0.280775318815369;0.924075759423138][0.896711288105815;0.200866103969671][...]],30,233709331,0.008258282,ZDT6
NSGA-II Run 47,0.091517626,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066641205,[[0;1]],30,00:31.8,0.003531857,117.4270576,[[1;0.00787311153784415][0.280775318817514;0.925430204005711][0.990143401119282;0.0274532575883457][0.962013724278983;0.0821369064798347][...]],30,1056021358,0.008824085,ZDT6
NSGA-II Run 48,0.057954193,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067833716,[[0;1]],30,00:31.7,0.002116587,117.460621,[[0.999999995192829;0.00471963365546392][0.280775318845374;0.923702263185474][0.846412831416395;0.287618377598711][...]],30,22789063,0.008922537,ZDT6
NSGA-II Run 49,0.124915213,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068277711,[[0;1]],30,00:31.7,0.00501603,117.39366,[[0.280775319171503;0.927225888208322][1;0.0110755490848551][0.599377401511851;0.648377873488842][0.851325739043091;0.284941308671583][...]],30,37351803,0.008782106,ZDT6
NSGA-II Run 50,0.097344425,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067389012,[[0;1]],30,00:31.6,0.003763044,117.4212308,[[0.28077531881537;0.925715008210683][1;0.00841495251457204][0.446872866891116;0.805375603079506][0.395620548700821;0.848361545546034][...]],30,1961601202,0.006004338,ZDT6
NSGA-II Run 51,0.118218433,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067389446,[[0;1]],30,00:31.5,0.004813813,117.4003568,[[1;0.0104261414818652][0.280775318815734;0.926971576017928][0.879274790375347;0.236495472944259][0.524351128216677;0.731954771576589][...]],30,330553600,0.007540371,ZDT6
